Product ID,Section,Specification,Details
4999,Sound,Type,
4999,Sound,Size,"6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)"
4999,Sound,Resolution,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)"
4999,Sound,Protection,"Scratch-resistant ceramic glass, oleophobic coating  	Wide color gamut True-tone"
4999,Sound,Os,"iOS 15, upgradable to iOS 15.1"
4999,Sound,Chipset,Apple A15 Bionic (5 nm)
4999,Sound,CPU,Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard)
4999,Sound,GPU,Apple GPU (4-core graphics)
4999,Sound,Card Slot,No
4999,Sound,Internnal,"128GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM  	NVMe"
4999,Sound,Features,"Dual	12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide)"
4999,Sound,Video,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec."
4999,Sound,Features,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)"
4999,Sound,Video,"4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS"
4999,Sound,Features,
4999,Sound,Loudspeaker,"Yes, with stereo speakers"
4999,Sound,3.5mm jack,No
4999,Sound,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
4999,Sound,Bluetooth,"5.0, A2DP, LE"
4999,Sound,GPS,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS"
4999,Sound,NFC,
4999,Sound,Radio,No
4999,Sound,USB,"Lightning, USB 2.0"
4999,Sound,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Siri natural language commands and dictation Ultra Wideband (UWB) support"
4999,Sound,Others,
4999,Sound,Type,"Li-Ion 3240 mAh, non-removable (12.41 Wh)"
4999,Sound,Charging,"Fast charging (23W, unofficial rating), 50% in 30 min (advertised) USB Power Delivery 2.0 MagSafe wireless charging 15W Qi magnetic fast wireless charging 7.5W"
4999,COMMS,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G {ME}
4999,COMMS,2G bands,
4999,COMMS,3G bands,.
4999,COMMS,4G bands,
4999,COMMS,Speed,
4999,COMMS,Dimensions,146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
4999,COMMS,Weight,1746.14
4999,COMMS,Build,"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame"
4999,COMMS,Sim,"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by)  	IP68 dust/water resistant (up to 6m for 30 mins)"
4999,COMMS,Type,
4999,COMMS,Size,"6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)"
4999,COMMS,Resolution,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)"
4999,COMMS,Protection,"Scratch-resistant ceramic glass, oleophobic coating  	Wide color gamut True-tone"
4999,COMMS,Os,"iOS 15, upgradable to iOS 15.1"
4999,COMMS,Chipset,Apple A15 Bionic (5 nm)
4999,COMMS,CPU,Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard)
4999,COMMS,GPU,Apple GPU (4-core graphics)
4999,COMMS,Card Slot,No
4999,COMMS,Internnal,"128GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM  	NVMe"
4999,COMMS,Features,"Dual	12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide)"
4999,COMMS,Video,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec."
4999,COMMS,Features,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)"
4999,COMMS,Video,"4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS"
4999,COMMS,Features,
4999,COMMS,Loudspeaker,"Yes, with stereo speakers"
4999,COMMS,3.5mm jack,No
4999,COMMS,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
4999,COMMS,Bluetooth,"5.0, A2DP, LE"
4999,COMMS,GPS,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS"
4999,COMMS,NFC,
4999,COMMS,Radio,No
4999,COMMS,USB,"Lightning, USB 2.0"
4999,COMMS,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Siri natural language commands and dictation Ultra Wideband (UWB) support"
4999,COMMS,Others,
4999,COMMS,Type,"Li-Ion 3240 mAh, non-removable (12.41 Wh)"
4999,COMMS,Charging,"Fast charging (23W, unofficial rating), 50% in 30 min (advertised) USB Power Delivery 2.0 MagSafe wireless charging 15W Qi magnetic fast wireless charging 7.5W"
4999,FEATURES,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G {ME}
4999,FEATURES,2G bands,
4999,FEATURES,3G bands,.
4999,FEATURES,4G bands,
4999,FEATURES,Speed,
4999,FEATURES,Dimensions,146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
4999,FEATURES,Weight,1746.14
4999,FEATURES,Build,"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame"
4999,FEATURES,Sim,"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by)  	IP68 dust/water resistant (up to 6m for 30 mins)"
4999,FEATURES,Type,
4999,FEATURES,Size,"6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)"
4999,FEATURES,Resolution,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)"
4999,FEATURES,Protection,"Scratch-resistant ceramic glass, oleophobic coating  	Wide color gamut True-tone"
4999,FEATURES,Os,"iOS 15, upgradable to iOS 15.1"
4999,FEATURES,Chipset,Apple A15 Bionic (5 nm)
4999,FEATURES,CPU,Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard)
4999,FEATURES,GPU,Apple GPU (4-core graphics)
4999,FEATURES,Card Slot,No
4999,FEATURES,Internnal,"128GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM  	NVMe"
4999,FEATURES,Features,"Dual	12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide)"
4999,FEATURES,Video,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec."
4999,FEATURES,Features,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)"
4999,FEATURES,Video,"4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS"
4999,FEATURES,Features,
4999,FEATURES,Loudspeaker,"Yes, with stereo speakers"
4999,FEATURES,3.5mm jack,No
4999,FEATURES,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
4999,FEATURES,Bluetooth,"5.0, A2DP, LE"
4999,FEATURES,GPS,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS"
4999,FEATURES,NFC,
4999,FEATURES,Radio,No
4999,FEATURES,USB,"Lightning, USB 2.0"
4999,FEATURES,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Siri natural language commands and dictation Ultra Wideband (UWB) support"
4999,FEATURES,Others,
4999,FEATURES,Type,"Li-Ion 3240 mAh, non-removable (12.41 Wh)"
4999,FEATURES,Charging,"Fast charging (23W, unofficial rating), 50% in 30 min (advertised) USB Power Delivery 2.0 MagSafe wireless charging 15W Qi magnetic fast wireless charging 7.5W"
4999,BATTERY,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G {ME}
4999,BATTERY,2G bands,
4999,BATTERY,3G bands,.
4999,BATTERY,4G bands,
4999,BATTERY,Speed,
4999,BATTERY,Dimensions,146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
4999,BATTERY,Weight,1746.14
4999,BATTERY,Build,"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame"
4999,BATTERY,Sim,"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by)  	IP68 dust/water resistant (up to 6m for 30 mins)"
4999,BATTERY,Type,
4999,BATTERY,Size,"6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)"
4999,BATTERY,Resolution,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)"
4999,BATTERY,Protection,"Scratch-resistant ceramic glass, oleophobic coating  	Wide color gamut True-tone"
4999,BATTERY,Os,"iOS 15, upgradable to iOS 15.1"
4999,BATTERY,Chipset,Apple A15 Bionic (5 nm)
4999,BATTERY,CPU,Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard)
4999,BATTERY,GPU,Apple GPU (4-core graphics)
4999,BATTERY,Card Slot,No
4999,BATTERY,Internnal,"128GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM  	NVMe"
4999,BATTERY,Features,"Dual	12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide)"
4999,BATTERY,Video,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec."
4999,BATTERY,Features,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)"
4999,BATTERY,Video,"4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS"
4999,BATTERY,Features,
4999,BATTERY,Loudspeaker,"Yes, with stereo speakers"
4999,BATTERY,3.5mm jack,No
4999,BATTERY,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
4999,BATTERY,Bluetooth,"5.0, A2DP, LE"
4999,BATTERY,GPS,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS"
4999,BATTERY,NFC,
4999,BATTERY,Radio,No
4999,BATTERY,USB,"Lightning, USB 2.0"
4999,BATTERY,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Siri natural language commands and dictation Ultra Wideband (UWB) support"
4999,BATTERY,Others,
4999,BATTERY,Type,"Li-Ion 3240 mAh, non-removable (12.41 Wh)"
4999,BATTERY,Charging,"Fast charging (23W, unofficial rating), 50% in 30 min (advertised) USB Power Delivery 2.0 MagSafe wireless charging 15W Qi magnetic fast wireless charging 7.5W"
8002,Network,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G  {ME}
8002,Network,2G bands,
8002,Network,3G bands,.
8002,Network,4G bands,
8002,Network,Speed,
8002,Network,Dimensions,146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
8002,Network,Weight,1746.14
8002,Network,Build,"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame"
8002,Network,Sim,"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by)  	IP68 dust/water resistant (up to 6m for 30 mins)"
8002,Network,Type,
8002,Network,Size,"6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)"
8002,Network,Resolution,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)"
8002,Network,Protection,"Scratch-resistant ceramic glass, oleophobic coating  	Wide color gamut True-tone"
8002,Network,Os,"iOS 15, upgradable to iOS 15.1"
8002,Network,Chipset,Apple A15 Bionic (5 nm)
8002,Network,CPU,Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard)
8002,Network,GPU,Apple GPU (4-core graphics)
8002,Network,Card Slot,No
8002,Network,Internnal,"128GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM  	NVMe"
8002,Network,Features,"Dual	12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide)"
8002,Network,Video,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec."
8002,Network,Features,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)"
8002,Network,Video,"4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS"
8002,Network,Features,
8002,Network,Loudspeaker,"Yes, with stereo speakers"
8002,Network,3.5mm jack,No
8002,Network,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
8002,Network,Bluetooth,"5.0, A2DP, LE"
8002,Network,GPS,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS"
8002,Network,NFC,
8002,Network,Radio,No
8002,Network,USB,"Lightning, USB 2.0"
8002,Network,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Siri natural language commands and dictation Ultra Wideband (UWB) support"
8002,Network,Others,
8002,Network,Type,"Li-Ion 3240 mAh, non-removable (12.41 Wh)"
8002,Network,Charging,"Fast charging (23W, unofficial rating), 50% in 30 min (advertised) USB Power Delivery 2.0 MagSafe wireless charging 15W Qi magnetic fast wireless charging 7.5W"
8002,Body,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G  {ME}
8002,Body,2G bands,
8002,Body,3G bands,.
8002,Body,4G bands,
8002,Body,Speed,
8002,Body,Dimensions,146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
8002,Body,Weight,1746.14
8002,Body,Build,"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame"
8002,Body,Sim,"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by)  	IP68 dust/water resistant (up to 6m for 30 mins)"
8002,Body,Type,
8002,Body,Size,"6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)"
8002,Body,Resolution,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)"
8002,Body,Protection,"Scratch-resistant ceramic glass, oleophobic coating  	Wide color gamut True-tone"
8002,Body,Os,"iOS 15, upgradable to iOS 15.1"
8002,Body,Chipset,Apple A15 Bionic (5 nm)
8002,Body,CPU,Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard)
8002,Body,GPU,Apple GPU (4-core graphics)
8002,Body,Card Slot,No
8002,Body,Internnal,"128GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM  	NVMe"
8002,Body,Features,"Dual	12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide)"
8002,Body,Video,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec."
8002,Body,Features,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)"
8002,Body,Video,"4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS"
8002,Body,Features,
8002,Body,Loudspeaker,"Yes, with stereo speakers"
8002,Body,3.5mm jack,No
8002,Body,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
8002,Body,Bluetooth,"5.0, A2DP, LE"
8002,Body,GPS,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS"
8002,Body,NFC,
8002,Body,Radio,No
8002,Body,USB,"Lightning, USB 2.0"
8002,Body,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Siri natural language commands and dictation Ultra Wideband (UWB) support"
8002,Body,Others,
8002,Body,Type,"Li-Ion 3240 mAh, non-removable (12.41 Wh)"
8002,Body,Charging,"Fast charging (23W, unofficial rating), 50% in 30 min (advertised) USB Power Delivery 2.0 MagSafe wireless charging 15W Qi magnetic fast wireless charging 7.5W"
8002,Display,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G  {ME}
8002,Display,2G bands,
8002,Display,3G bands,.
8002,Display,4G bands,
8002,Display,Speed,
8002,Display,Dimensions,146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
8002,Display,Weight,1746.14
8002,Display,Build,"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame"
8002,Display,Sim,"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by)  	IP68 dust/water resistant (up to 6m for 30 mins)"
8002,Display,Type,
8002,Display,Size,"6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)"
8002,Display,Resolution,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)"
8002,Display,Protection,"Scratch-resistant ceramic glass, oleophobic coating  	Wide color gamut True-tone"
8002,Display,Os,"iOS 15, upgradable to iOS 15.1"
8002,Display,Chipset,Apple A15 Bionic (5 nm)
8002,Display,CPU,Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard)
8002,Display,GPU,Apple GPU (4-core graphics)
8002,Display,Card Slot,No
8002,Display,Internnal,"128GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM  	NVMe"
8002,Display,Features,"Dual	12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide)"
8002,Display,Video,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec."
8002,Display,Features,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)"
8002,Display,Video,"4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS"
8002,Display,Features,
8002,Display,Loudspeaker,"Yes, with stereo speakers"
8002,Display,3.5mm jack,No
8002,Display,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
8002,Display,Bluetooth,"5.0, A2DP, LE"
8002,Display,GPS,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS"
8002,Display,NFC,
8002,Display,Radio,No
8002,Display,USB,"Lightning, USB 2.0"
8002,Display,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Siri natural language commands and dictation Ultra Wideband (UWB) support"
8002,Display,Others,
8002,Display,Type,"Li-Ion 3240 mAh, non-removable (12.41 Wh)"
8002,Display,Charging,"Fast charging (23W, unofficial rating), 50% in 30 min (advertised) USB Power Delivery 2.0 MagSafe wireless charging 15W Qi magnetic fast wireless charging 7.5W"
8002,Platform,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G  {ME}
8002,Platform,2G bands,
8002,Platform,3G bands,.
8002,Platform,4G bands,
8002,Platform,Speed,
8002,Platform,Dimensions,146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
8002,Platform,Weight,1746.14
8002,Platform,Build,"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame"
8002,Platform,Sim,"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by)  	IP68 dust/water resistant (up to 6m for 30 mins)"
8002,Platform,Type,
8002,Platform,Size,"6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)"
8002,Platform,Resolution,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)"
8002,Platform,Protection,"Scratch-resistant ceramic glass, oleophobic coating  	Wide color gamut True-tone"
8002,Platform,Os,"iOS 15, upgradable to iOS 15.1"
8002,Platform,Chipset,Apple A15 Bionic (5 nm)
8002,Platform,CPU,Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard)
8002,Platform,GPU,Apple GPU (4-core graphics)
8002,Platform,Card Slot,No
8002,Platform,Internnal,"128GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM  	NVMe"
8002,Platform,Features,"Dual	12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide)"
8002,Platform,Video,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec."
8002,Platform,Features,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)"
8002,Platform,Video,"4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS"
8002,Platform,Features,
8002,Platform,Loudspeaker,"Yes, with stereo speakers"
8002,Platform,3.5mm jack,No
8002,Platform,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
8002,Platform,Bluetooth,"5.0, A2DP, LE"
8002,Platform,GPS,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS"
8002,Platform,NFC,
8002,Platform,Radio,No
8002,Platform,USB,"Lightning, USB 2.0"
8002,Platform,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Siri natural language commands and dictation Ultra Wideband (UWB) support"
8002,Platform,Others,
8002,Platform,Type,"Li-Ion 3240 mAh, non-removable (12.41 Wh)"
8002,Platform,Charging,"Fast charging (23W, unofficial rating), 50% in 30 min (advertised) USB Power Delivery 2.0 MagSafe wireless charging 15W Qi magnetic fast wireless charging 7.5W"
8002,Memory,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G  {ME}
8002,Memory,2G bands,
8002,Memory,3G bands,.
8002,Memory,4G bands,
8002,Memory,Speed,
8002,Memory,Dimensions,146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
8002,Memory,Weight,1746.14
8002,Memory,Build,"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame"
8002,Memory,Sim,"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by)  	IP68 dust/water resistant (up to 6m for 30 mins)"
8002,Memory,Type,
8002,Memory,Size,"6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)"
8002,Memory,Resolution,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)"
8002,Memory,Protection,"Scratch-resistant ceramic glass, oleophobic coating  	Wide color gamut True-tone"
8002,Memory,Os,"iOS 15, upgradable to iOS 15.1"
8002,Memory,Chipset,Apple A15 Bionic (5 nm)
8002,Memory,CPU,Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard)
8002,Memory,GPU,Apple GPU (4-core graphics)
8002,Memory,Card Slot,No
8002,Memory,Internnal,"128GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM  	NVMe"
8002,Memory,Features,"Dual	12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide)"
8002,Memory,Video,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec."
8002,Memory,Features,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)"
8002,Memory,Video,"4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS"
8002,Memory,Features,
8002,Memory,Loudspeaker,"Yes, with stereo speakers"
8002,Memory,3.5mm jack,No
8002,Memory,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
8002,Memory,Bluetooth,"5.0, A2DP, LE"
8002,Memory,GPS,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS"
8002,Memory,NFC,
8002,Memory,Radio,No
8002,Memory,USB,"Lightning, USB 2.0"
8002,Memory,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Siri natural language commands and dictation Ultra Wideband (UWB) support"
8002,Memory,Others,
8002,Memory,Type,"Li-Ion 3240 mAh, non-removable (12.41 Wh)"
8002,Memory,Charging,"Fast charging (23W, unofficial rating), 50% in 30 min (advertised) USB Power Delivery 2.0 MagSafe wireless charging 15W Qi magnetic fast wireless charging 7.5W"
8002,Main Camera,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G  {ME}
8002,Main Camera,2G bands,
8002,Main Camera,3G bands,.
8002,Main Camera,4G bands,
8002,Main Camera,Speed,
8002,Main Camera,Dimensions,146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
8002,Main Camera,Weight,1746.14
8002,Main Camera,Build,"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame"
8002,Main Camera,Sim,"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by)  	IP68 dust/water resistant (up to 6m for 30 mins)"
8002,Main Camera,Type,
8002,Main Camera,Size,"6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)"
8002,Main Camera,Resolution,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)"
8002,Main Camera,Protection,"Scratch-resistant ceramic glass, oleophobic coating  	Wide color gamut True-tone"
8002,Main Camera,Os,"iOS 15, upgradable to iOS 15.1"
8002,Main Camera,Chipset,Apple A15 Bionic (5 nm)
8002,Main Camera,CPU,Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard)
8002,Main Camera,GPU,Apple GPU (4-core graphics)
8002,Main Camera,Card Slot,No
8002,Main Camera,Internnal,"128GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM  	NVMe"
8002,Main Camera,Features,"Dual	12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide)"
8002,Main Camera,Video,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec."
8002,Main Camera,Features,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)"
8002,Main Camera,Video,"4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS"
8002,Main Camera,Features,
8002,Main Camera,Loudspeaker,"Yes, with stereo speakers"
8002,Main Camera,3.5mm jack,No
8002,Main Camera,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
8002,Main Camera,Bluetooth,"5.0, A2DP, LE"
8002,Main Camera,GPS,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS"
8002,Main Camera,NFC,
8002,Main Camera,Radio,No
8002,Main Camera,USB,"Lightning, USB 2.0"
8002,Main Camera,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Siri natural language commands and dictation Ultra Wideband (UWB) support"
8002,Main Camera,Others,
8002,Main Camera,Type,"Li-Ion 3240 mAh, non-removable (12.41 Wh)"
8002,Main Camera,Charging,"Fast charging (23W, unofficial rating), 50% in 30 min (advertised) USB Power Delivery 2.0 MagSafe wireless charging 15W Qi magnetic fast wireless charging 7.5W"
8002,Selfie Camera,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G  {ME}
8002,Selfie Camera,2G bands,
8002,Selfie Camera,3G bands,.
8002,Selfie Camera,4G bands,
8002,Selfie Camera,Speed,
8002,Selfie Camera,Dimensions,146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)
8002,Selfie Camera,Weight,1746.14
8002,Selfie Camera,Build,"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame"
8002,Selfie Camera,Sim,"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by)  	IP68 dust/water resistant (up to 6m for 30 mins)"
8002,Selfie Camera,Type,
8002,Selfie Camera,Size,"6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)"
8002,Selfie Camera,Resolution,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)"
8002,Selfie Camera,Protection,"Scratch-resistant ceramic glass, oleophobic coating  	Wide color gamut True-tone"
8002,Selfie Camera,Os,"iOS 15, upgradable to iOS 15.1"
8002,Selfie Camera,Chipset,Apple A15 Bionic (5 nm)
8002,Selfie Camera,CPU,Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard)
8002,Selfie Camera,GPU,Apple GPU (4-core graphics)
8002,Selfie Camera,Card Slot,No
